Offer ID,Campaign,Coupon Title,Coupon Code, Start Date,End Date, Landing Page 
1178,Tata Cliq,Additonal 500/- OFF Dell Vostro 15 3558 15.6 Inch 1 TB Laptop (Black),AFF500 ,11-04-16,11-10-16,http://tracking.payoom.com/aff_c?offer_id=1178&aff_id=18862&url=https%3A%2F%2Fwww.tatacliq.com%2Fdell-vostro-15-3558-15-6-inch-1-tb-laptop-black%2Fp-mp000000000413020%3F%3Fcid%3Daf%3Ahomepage%3Apayoom%3Adeal%3A08072016%3A%7Baffiliate_id%7D
1178,Tata Cliq,Additonal 500/- OFF Dell Vostro 15 3558 15.6 Inch 1 TB Laptop (Black),AFF500 ,11-04-16,11-10-16,http://tracking.payoom.com/aff_c?offer_id=1178&aff_id=18862&url=https%3A%2F%2Fwww.tatacliq.com%2Fdell-vostro-15-3558-15-6-inch-1-tb-laptop-black%2Fp-mp000000000413020%3F%3Fcid%3Daf%3Ahomepage%3Apayoom%3Adeal%3A08072016%3A%7Baffiliate_id%7D
562,Freecharge CPS,Get 20% cashback Max Rs.50 Once per user, FRCH100 ,11-04-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=562&aff_id=18862&url=www.freecharge.com%3Futm_source%3DAffiliatesFC%26utm_medium%3DDT-MSite%26utm_campaign%3DPayOOM%26utm_content%3D%7Baffiliate_id%7D
70,Fabfurnish,Rs.900 Off on a purchase of Rs. 7999 and above ,PYMFAB900      ,11-04-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=70&aff_id=18862&url=+http%3A%2F%2Fwww.fabfurnish.com%2F%3Fwt_af%3Din.affiliate.Payoom.Payoom_Cps.af.1%26utm_source%3DPayoom%26utm_medium%3Daffiliate%26utm_term%3DGeneral%26utm_content%3DBanners%26utm_campaign%3DPayoom_home_Jan10
717,GreenDust - CPS,Skullcandy S2DUDZ-072 In-Ear Earphone,,11-08-16,11-09-16,http://tracking.payoom.com/aff_c?offer_id=717&aff_id=18862&url=+http%3A%2F%2Fwww.greendust.com%2Fclearance-sale-skullcandy-s2dudz-072-in-ear-earphone-p-57082.html%3Futm_source%3DPayoom%26utm_medium%3DAffiliate%26utm_campaign%3Dgeneral
961,Shop CJ,Extra 10% OFF Max Rs. 500 Discount, NOVEMBER10,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Findex.htm%3Futm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,SHOP RAJASTHAN KURTIS FLAT 60% OFF,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=http%3A%2F%2Fsearch1.shopcj.com%2F%3Fq%3Dshop%2Brajasthan%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,SASSILY  ETHNIC WEAR UPTO 42 % OFF ,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=http%3A%2F%2Fsearch1.shopcj.com%2F%3F%26q%3Dsassily%26filter%3DProduct_fq%3A%2522Ethnic%2520Wear%2522%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,RANG RASIYA SAREES KURTIS SALWAR KAMEEZ & LEHENGA UPTO 60% OFF,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fsearch1.shopcj.com%2F%3F%26q%3Drang%2520rasiya%26sort%3DsellingPrice%2520asc%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,KANOODA SAREES  FLAT 60% OFF,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fsearch1.shopcj.com%2F%3F%26q%3Dkanooda%26sort%3DsellingPrice%2520asc%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,Wonderchef Da Vinci 4 Pcs Non Stick Cookware Set @1490,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D145773%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,3 Pcs Induction Cookware Set @ 499,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D168320%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,10 pcs Non Stick Cookware Set @ 1499,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D169258%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,YU Yureka Note @ 7999,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D191951%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ, YU YUNIQUE YU4711 Plus @ 4999,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D191908%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,Micromax Canvas Spark 2 Plus @ 3999,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D188121%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,  YU Yureka Plus AO5510 @ 6250,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D191745%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,YU Yureka S @ 7690,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D191747%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,  Aristo 30pcs Stainless Steel Dinner Set @ 799,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D171483%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,Relance Double Sided Pan @ 999,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fwww.shopcj.com%2Fnmall%2Fdisp%2FitemInfo.htm%3FitemCode%3D142150%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,Rajasthani Printed Cotton Bedsheets Upto 70% OFF,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=http%3A%2F%2Fsearch1.shopcj.com%2F%3Fq%3Drangilo%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
961,Shop CJ,Arto 100% Cotton Double Bedsheets Starting Rs 449,,11-07-16,11/30/2016,http://tracking.payoom.com/aff_c?offer_id=961&aff_id=18862&url=+http%3A%2F%2Fsearch1.shopcj.com%2F%3Fq%3Darto%26utm_source%3Daffiliates%26utm_medium%3Dpayoom%26utm_campaign%3Dhomepage
846,Shoppers Stop - CPS,Being human- Buy 3 Get Lowest at 50% Off,,11-07-16,11/13/2016,http://tracking.payoom.com/aff_c?offer_id=846&aff_id=18862&url=https%3A%2F%2Fwww.shoppersstop.com%2Fbrand%2Fbeing%2520human%3Fsort%3DtopRated%26q%3D%253AcategoryRelevance%253AinStockFlag%253Atrue%253Abrands%253ABEING%2BHUMAN%26startRange%3D%26endRange%3D%23%26utm_source%3Daffiliate%26utm_medium%3Dban%26utm_campaign%3Dss_payoom%26utm_content%3Dhomepage
846,Shoppers Stop - CPS,"Jack n Jones	Jack N Jones-Buy 2 T-Shirt At Rs 1295/-",,11-07-16,11/13/2016,http://tracking.payoom.com/aff_c?offer_id=846&aff_id=18862&url=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fq%3D%253AcategoryRelevance%253AinStockFlag%253Atrue%253Abrands%253AJACK%2BAND%2BJONES%26text%3D%26startRange%3D%26endRange%3D%26showType%3D%26pagetype%3Dmenlp%26bannername%3Djnj%26date%3D26102016%26utm_source%3Daffiliate%26utm_medium%3Dban%26utm_campaign%3Dss_payoom%26utm_content%3Dhomepage
846,Shoppers Stop - CPS,"Tommy Hilfiger	Upto 30% off",,11-07-16,11/13/2016,http://tracking.payoom.com/aff_c?offer_id=846&aff_id=18862&url=https%3A%2F%2Fwww.shoppersstop.com%2Fmen-clothing%2Fc-A1010%3Fq%3D%253AcategoryRelevance%253AinStockFlag%253Atrue%253Abrands%253ATOMMY%2BHILFIGER%26text%3D%26startRange%3D%26endRange%3D%26showType%3D%23%26utm_source%3Daffiliate%26utm_medium%3Dban%26utm_campaign%3Dss_payoom%26utm_content%3Dhomepage
846,Shoppers Stop - CPS,footwearoffer-Upto 60% off,,11-07-16,11/13/2016,http://tracking.payoom.com/aff_c?offer_id=846&aff_id=18862&url=https%3A%2F%2Fwww.shoppersstop.com%2Fsearch%2F%3Ftext%3Dnovemberfootwearoffer%26utm_source%3Daffiliate%26utm_medium%3Dban%26utm_campaign%3Dss_payoom%26utm_content%3Dhomepage
